nodes 300
source 0
sink 299
arcs 18052
9 188 2
9 195 4
9 206 5
9 213 6
9 214 6
9 218 3
9 225 7
9 226 7
9 229 8
9 232 8
9 235 5
9 240 6
9 245 5
9 246 10
9 252 3
9 255 9
9 258 3
9 264 8
9 270 1
9 273 5
9 291 8
9 292 10
9 294 8
9 296 9
10 2 4
10 3 4
10 4 8
10 6 8
10 12 8
10 22 7
10 26 9
10 27 9
10 28 8
10 29 4
10 33 4
10 40 10
10 43 1
10 44 3
10 46 6
10 47 1
10 51 7
10 62 6
10 71 6
10 76 5
10 80 2
10 82 10
10 83 2
10 85 3
10 87 4
10 89 9
10 118 6
10 127 3
10 129 10
10 137 4
10 145 3
10 150 3
10 152 1
10 153 4
10 159 7
10 162 9
10 169 4
10 170 7
10 172 2
10 176 9
10 182 6
10 188 9
10 193 7
10 194 6
10 203 10
10 211 4
10 215 10
10 218 9
10 219 2
10 221 3
10 223 4
10 226 7
10 227 7
10 230 3
10 232 9
10 234 10
10 238 10
10 248 6
10 249 3
10 250 8
10 254 3
10 259 9
10 260 4
10 269 1
10 274 9
10 293 1
11 2 5
11 6 3
11 12 3
11 17 8
11 19 6
11 21 10
11 30 2
11 43 10
11 46 9
11 47 4
11 66 9
11 69 3
11 72 2
11 73 5
11 81 8
11 82 2
11 83 1
11 84 5
11 86 3
11 88 8
11 92 3
11 98 8
11 107 7
11 109 5
11 112 8
11 114 8
11 117 8
11 121 8
11 129 7
11 132 8
11 138 1
11 140 3
11 142 1
11 146 6
11 147 4
11 173 4
11 174 9
11 178 7
11 184 2
11 198 8
11 200 3
11 222 1
11 225 6
11 230 2
11 234 1
11 241 5
11 258 2
11 274 10
11 275 4
11 288 4
11 289 9
11 292 5
12 9 1
12 14 10
12 22 6
12 33 5
12 34 7
12 45 3
12 46 3
12 50 1
12 51 6
12 53 4
12 56 3
12 59 6
12 67 2
12 76 8
12 77 7
12 79 8
12 84 2
12 89 6
12 92 4
12 96 7
12 99 10
12 107 9
12 111 7
12 118 1
12 122 3
12 137 9
12 138 2
12 143 3
12 145 1
12 159 3
12 161 6
12 164 6
12 167 9
12 168 5
12 172 9
12 176 2
12 183 3
12 186 2
12 187 10
12 191 3
12 201 2
12 209 5
12 221 7
12 228 6
12 232 4
12 235 4
12 238 6
12 245 4
12 249 7
12 251 9
12 254 5
12 259 1
12 268 5
12 274 6
12 276 1
12 280 2
12 282 8
12 285 8
12 293 1
13 5 5
13 24 3
13 32 3
13 40 1
13 42 1
13 47 6
13 48 1
13 61 9
13 67 8
13 69 2
13 77 7
13 79 10
13 88 8
13 95 7
13 96 5
13 101 2
13 107 3
13 112 10
13 115 1
13 116 7
13 122 10
13 126 6
13 127 3
13 136 8
13 143 8
13 149 8
13 150 5
13 157 1
13 158 4
13 162 9
13 176 1
13 177 2
13 179 5
13 188 5
13 191 10
13 195 1
13 198 6
13 201 4
13 203 7
13 206 6
13 207 2
13 209 3
13 223 5
13 248 9
13 257 3
13 258 4
13 260 4
13 263 10
13 267 7
13 275 2
13 278 10
13 279 9
13 280 5
13 283 3
13 285 3
13 292 7
13 299 8
14 0 4
14 2 8
14 8 1
14 15 4
14 21 2
14 25 4
14 27 2
14 28 4
14 32 5
14 33 4
14 44 1
14 51 1
14 53 3
14 63 8
14 71 3
14 74 7
14 76 1
14 90 6
14 94 2
14 100 10
14 102 3
14 107 2
14 108 2
14 128 10
14 129 7
14 130 4
14 133 5
14 137 5
14 138 5
14 144 4
14 145 8
14 151 10
14 155 7
14 157 1
14 161 10
14 163 2
14 175 2
14 180 4
14 181 8
14 192 10
14 195 3
14 200 10
14 203 7
14 205 7
14 208 4
14 216 8
14 232 7
14 236 4
14 249 6
14 266 8
14 291 2
14 296 9
14 298 6
15 2 3
15 13 6
15 15 9
15 24 7
15 26 1
15 27 10
15 34 6
15 39 10
15 52 3
15 56 8
15 60 3
15 65 5
15 74 10
15 76 3
15 85 7
15 86 9
15 101 10
15 104 3
15 105 4
15 108 10
15 122 4
15 128 1
15 130 7
15 131 2
15 135 3
15 152 10
15 155 2
15 156 9
15 157 9
15 160 10
15 161 1
15 165 4
15 167 9
15 171 10
15 180 4
15 181 1
15 189 1
15 193 4
15 203 10
15 206 8
15 214 7
15 225 9
15 226 8
15 230 2
15 235 7
15 242 8
15 247 2
15 252 10
15 257 3
15 264 8
15 269 10
15 271 6
15 272 3
15 274 5
15 283 5
15 284 6
15 285 7
15 299 7
16 0 2
16 11 4
16 14 5
16 40 7
16 47 6
16 54 10
16 58 9
16 60 3
16 67 5
16 70 6
16 71 1
16 86 9
16 94 3
16 97 5
16 103 6
16 107 6
16 112 4
16 114 6
16 115 9
16 119 4
16 123 5
16 131 5
16 138 4
16 148 5
16 151 2
16 180 2
16 186 8
16 191 7
16 192 3
16 194 3
16 208 7
16 211 6
16 215 6
16 222 6
16 229 4
16 231 5
16 236 10
16 237 7
16 252 6
16 256 2
16 259 1
16 285 10
16 286 5
16 290 6
16 293 5
16 297 5
16 298 5
17 5 2
17 6 7
17 9 7
17 10 7
17 12 7
17 17 6
17 26 5
17 28 8
17 34 1
17 42 1
17 51 2
17 55 8
17 61 1
17 63 9
17 66 2
17 76 3
17 77 1
17 85 4
17 86 3
17 97 5
17 101 7
17 104 9
17 108 6
17 113 10
17 118 9
17 122 4
17 125 2
17 132 10
17 136 8
17 138 9
17 142 9
17 154 5
17 178 9
17 179 10
17 183 3
17 190 4
17 191 10
17 195 7
17 197 5
17 200 9
17 208 5
17 209 7
17 211 4
17 214 8
17 215 6
17 216 4
17 217 9
17 219 9
17 226 9
17 228 5
17 230 1
17 237 2
17 240 2
17 250 7
17 251 6
17 260 7
17 270 5
17 275 9
17 282 9
17 283 5
17 285 4
17 286 10
17 289 4
17 297 8
17 299 9
18 7 1
18 15 5
18 18 2
18 21 1
18 22 7
18 23 4
18 27 3
18 31 5
18 33 3
18 51 4
18 56 1
18 65 6
18 70 8
18 77 9
18 78 8
18 81 1
18 87 7
18 89 5
18 92 2
18 102 8
18 103 3
18 104 7
18 105 10
18 110 8
18 117 6
18 122 10
18 125 6
18 126 6
18 128 6
18 134 6
18 135 6
18 142 4
18 143 6
18 152 2
18 153 6
18 172 4
18 178 6
18 195 10
18 202 5
18 211 5
18 216 3
18 221 10
18 224 6
18 225 5
18 226 9
18 227 2
18 229 8
18 233 10
18 234 9
18 239 10
18 241 10
18 245 10
18 258 3
18 276 2
18 298 7
19 11 3
19 20 5
19 24 1
19 26 4
19 27 10
19 41 9
19 42 10
19 43 5
19 58 5
19 61 4
19 72 4
19 73 8
19 79 4
19 81 5
19 93 2
19 94 3
19 103 3
19 118 2
19 122 9
19 123 7
19 125 4
19 150 8
19 156 2
19 160 4
19 162 7
19 165 4
19 168 7
19 172 3
19 177 5
19 183 10
19 184 9
19 186 10
19 190 5
19 191 8
19 192 9
19 198 10
19 205 4
19 210 3
19 211 2
19 213 6
19 218 8
19 224 4
19 226 6
19 227 2
19 229 9
19 232 3
19 239 1
19 240 6
19 245 4
19 246 6
19 253 1
19 254 5
19 257 5
19 258 1
19 259 5
19 261 6
19 263 6
19 265 2
19 266 5
19 268 3
19 272 7
19 276 2
19 279 7
19 283 6
19 284 9
19 291 6
19 292 9
19 296 9
20 6 4
20 9 4
20 10 6
20 20 1
20 26 3
20 31 5
20 32 1
20 37 6
20 39 5
20 47 8
20 60 1
20 65 8
20 66 1
20 74 2
20 79 7
20 84 10
20 90 3
20 91 9
20 105 9
20 109 7
20 112 6
20 116 10
20 118 6
20 123 8
20 137 4
20 140 2
20 142 1
20 143 2
20 146 1
20 151 10
20 159 4
20 165 3
20 168 10
20 174 4
20 177 1
20 184 5
20 192 4
20 197 5
20 203 1
20 206 7
20 208 4
20 210 4
20 211 8
20 219 10
20 221 9
20 229 1
20 234 8
20 240 3
20 243 7
20 248 1
20 249 6
20 253 10
20 254 3
20 261 6
20 265 1
20 271 8
20 274 6
20 276 6
20 284 6
20 289 7
21 0 9
21 4 9
21 6 7
21 11 5
21 17 5
21 38 1
21 39 8
21 49 7
21 58 6
21 60 2
21 76 6
21 84 10
21 89 7
21 90 3
21 97 9
21 103 7
21 107 1
21 118 4
21 121 10
21 123 8
21 134 10
21 143 5
21 144 8
21 147 5
21 149 10
21 159 8
21 197 5
21 201 5
21 203 1
21 204 3
21 206 6
21 213 8
21 223 2
21 224 5
21 236 1
21 239 8
21 244 10
21 245 2
21 253 1
21 258 1
21 267 7
21 268 10
21 274 6
21 282 9
21 286 5
21 291 10
21 298 9
21 299 10
22 0 5
22 8 9
22 9 1
22 14 9
22 27 5
22 29 1
22 35 9
22 40 7
22 42 4
22 43 4
22 53 6
22 54 5
22 63 1
22 66 5
22 68 5
22 76 5
22 78 7
22 82 2
22 83 4
22 84 3
22 85 10
22 94 7
22 96 7
22 100 1
22 101 2
22 103 9
22 105 1
22 120 4
22 128 6
22 130 10
22 131 5
22 136 10
22 137 3
22 138 4
22 141 1
22 144 9
22 146 8
22 160 7
22 173 6
22 177 4
22 179 5
22 184 5
22 188 7
22 190 9
22 202 6
22 213 1
22 215 1
22 223 10
22 229 2
22 237 10
22 238 3
22 245 1
22 246 7
22 250 5
22 251 6
22 260 8
22 273 3
22 283 5
22 286 9
22 287 4
22 291 10
22 299 1
23 0 8
23 2 9
23 4 3
23 5 5
23 14 6
23 16 10
23 25 6
23 29 3
23 34 6
23 43 5
23 52 6
23 55 6
23 57 9
23 65 9
23 70 5
23 90 2
23 92 5
23 93 6
23 100 4
23 116 6
23 119 10
23 120 8
23 128 6
23 133 1
23 135 5
23 136 2
23 143 2
23 144 7
23 146 1
23 153 2
23 157 7
23 159 4
23 160 7
23 164 4
23 166 3
23 175 2
23 185 10
23 187 1
23 190 7
23 191 2
23 196 4
23 203 8
23 205 8
23 218 3
23 223 4
23 230 2
23 232 1
23 238 10
23 250 8
23 252 9
23 256 7
23 258 5
23 262 2
23 287 1
23 292 5
23 296 7
24 5 7
24 19 6
24 25 3
24 27 1
24 28 1
24 34 2
24 35 10
24 37 5
24 40 9
24 43 2
24 52 4
24 62 2
24 66 9
24 69 10
24 75 8
24 77 2
24 78 2
24 92 1
24 93 4
24 104 5
24 114 5
24 127 8
24 139 4
24 145 1
24 146 10
24 147 5
24 151 10
24 152 3
24 157 9
24 162 1
24 165 6
24 167 4
24 168 9
24 172 8
24 173 3
24 178 10
24 182 4
24 183 2
24 188 7
24 193 6
24 201 3
24 205 5
24 211 1
24 212 9
24 218 6
24 219 8
24 223 6
24 227 8
24 231 10
24 232 3
24 235 10
24 237 7
24 242 2
24 244 9
24 246 7
24 248 8
24 250 10
24 254 7
24 256 3
24 258 3
24 259 10
24 260 8
24 262 6
24 281 1
24 282 4
24 286 5
24 295 7
25 3 10
25 5 9
25 18 9
25 20 8
25 22 6
25 28 8
25 30 2
25 31 1
25 36 8
25 40 5
25 43 6
25 44 2
25 51 7
25 72 6
25 73 7
25 79 2
25 93 8
25 99 7
25 104 6
25 107 3
25 113 9
25 114 1
25 115 1
25 126 10
25 138 10
25 139 10
25 146 1
25 147 5
25 151 5
25 163 1
25 169 3
25 174 5
25 179 9
25 181 4
25 183 4
25 200 7
25 229 9
25 230 7
25 231 10
25 235 9
25 237 9
25 240 10
25 241 7
25 249 4
25 250 4
25 251 4
25 261 1
25 266 2
25 267 3
25 269 4
25 276 6
25 281 5
25 286 10
25 293 9
26 1 3
26 11 4
26 18 7
26 20 10
26 21 7
26 27 10
26 28 5
26 32 8
26 33 10
26 35 2
26 37 4
26 40 6
26 48 4
26 51 7
26 64 5
26 70 10
26 88 6
26 94 2
26 95 6
26 102 9
26 103 2
26 106 3
26 107 7
26 110 6
26 111 10
26 127 2
26 136 3
26 139 1
26 142 7
26 144 3
26 145 5
26 161 4
26 163 1
26 183 10
26 187 6
26 210 8
26 218 9
26 220 7
26 223 1
26 238 2
26 242 9
26 247 3
26 250 10
26 257 1
26 274 3
26 280 3
26 286 6
26 294 2
26 297 4
26 299 4
27 11 5
27 19 6
27 20 6
27 25 10
27 31 4
27 53 10
27 55 5
27 60 6
27 72 8
27 77 6
27 80 5
27 82 3
27 98 8
27 106 9
27 108 6
27 110 8
27 115 4
27 121 3
27 136 5
27 137 10
27 145 7
27 160 4
27 161 2
27 163 5
27 174 4
27 184 10
27 206 10
27 209 7
27 210 9
27 222 2
27 228 8
27 231 7
27 233 4
27 235 10
27 239 6
27 245 3
27 252 7
27 257 5
27 268 7
27 275 2
27 285 5
27 288 10
27 290 4
27 292 5
27 294 2
27 295 7
27 298 4
27 299 8
28 1 10
28 12 10
28 15 9
28 17 4
28 18 4
28 19 9
28 21 4
28 27 9
28 30 2
28 32 6
28 35 7
28 36 10
28 37 6
28 38 3
28 40 2
28 42 10
28 52 3
28 53 2
28 62 5
28 67 6
28 70 7
28 72 8
28 77 6
28 79 3
28 84 7
28 90 6
28 91 1
28 92 2
28 94 7
28 99 10
28 102 9
28 103 5
28 111 2
28 115 7
28 131 7
28 133 3
28 138 2
28 142 3
28 147 1
28 148 4
28 151 8
28 163 1
28 165 8
28 168 8
28 169 9
28 173 9
28 179 5
28 187 2
28 198 8
28 204 7
28 208 8
28 216 4
28 218 7
28 227 5
28 240 1
28 243 5
28 257 10
28 276 1
28 278 1
28 282 8
28 292 1
28 299 2
29 5 6
29 6 6
29 7 1
29 8 5
29 26 9
29 28 5
29 37 6
29 44 7
29 49 3
29 52 7
29 54 10
29 62 9
29 72 6
29 73 6
29 77 4
29 84 8
29 85 8
29 88 10
29 98 9
29 109 10
29 112 10
29 119 8
29 124 4
29 129 2
29 135 5
29 138 5
29 147 2
29 150 7
29 151 9
29 157 4
29 159 4
29 164 2
29 166 6
29 179 8
29 185 9
29 189 7
29 190 3
29 196 5
29 202 10
29 209 4
29 217 8
29 226 2
29 227 5
29 239 1
29 242 10
29 249 10
29 255 2
29 261 9
29 266 1
29 269 9
29 278 1
29 297 10
30 0 1
30 4 6
30 6 9
30 11 10
30 18 5
30 19 1
30 21 7
30 28 7
30 35 2
30 37 8
30 43 8
30 54 2
30 60 7
30 74 5
30 77 5
30 81 3
30 82 3
30 93 3
30 94 3
30 96 4
30 98 8
30 103 8
30 105 4
30 110 5
30 112 5
30 140 6
30 141 5
30 148 2
30 154 2
30 159 4
30 164 8
30 165 1
30 169 1
30 170 5
30 171 8
30 173 2
30 177 9
30 178 2
30 179 9
30 182 4
30 186 2
30 189 3
30 194 3
30 199 9
30 206 9
30 208 10
30 218 9
30 220 3
30 222 6
30 224 9
30 226 8
30 228 1
30 233 6
30 234 7
30 239 7
30 244 8
30 245 1
30 246 7
30 249 4
30 256 1
30 257 10
30 261 2
30 262 10
30 263 9
30 266 3
30 277 6
30 285 1
30 292 10
30 294 5
30 297 7
30 298 10
31 0 6
31 2 5
31 4 10
31 6 7
31 7 8
31 12 10
31 14 5
31 16 8
31 22 6
31 23 9
31 26 4
31 29 9
31 34 4
31 45 10
31 47 3
31 64 6
31 65 1
31 68 8
31 80 7
31 86 10
31 91 6
31 92 1
31 100 1
31 109 9
31 111 7
31 113 3
31 119 3
31 121 9
31 122 3
31 123 3
31 124 10
31 134 1
31 137 8
31 143 7
31 145 10
31 146 5
31 151 6
31 155 4
31 166 10
31 167 2
31 170 5
31 172 10
31 173 4
31 185 10
31 188 6
31 194 9
31 199 1
31 212 2
31 214 5
31 224 1
31 226 9
31 228 2
31 229 10
31 231 8
31 236 2
31 241 10
31 249 1
31 251 9
31 254 7
31 259 9
31 262 10
31 265 10
31 274 8
31 275 7
31 283 10
31 286 3
31 293 3
31 296 10
32 4 10
32 10 6
32 12 4
32 17 8
32 21 4
32 22 3
32 25 10
32 35 5
32 37 8
32 39 5
32 44 7
32 47 5
32 56 6
32 59 4
32 62 9
32 68 2
32 71 9
32 82 6
32 88 7
32 89 2
32 92 8
32 93 4
32 101 2
32 102 2
32 108 5
32 112 6
32 116 2
32 117 9
32 120 7
32 121 3
32 139 8
32 149 4
32 155 1
32 156 10
32 161 3
32 168 10
32 170 9
32 182 10
32 186 4
32 187 2
32 198 7
32 221 6
32 222 10
32 230 3
32 234 5
32 246 8
32 255 7
32 260 3
32 266 9
32 270 8
32 271 6
32 278 1
32 280 3
32 281 10
32 292 5
32 297 5
32 298 8
33 1 6
33 3 8
33 9 10
33 15 2
33 17 5
33 20 10
33 22 7
33 23 10
33 28 8
33 30 1
33 31 2
33 41 10
33 43 7
33 52 1
33 54 3
33 57 9
33 61 2
33 62 2
33 67 8
33 69 1
33 72 3
33 74 10
33 75 5
33 87 8
33 104 10
33 107 4
33 115 4
33 116 2
33 121 1
33 131 8
33 135 3
33 150 1
33 156 9
33 158 5
33 159 8
33 162 4
33 163 3
33 165 5
33 171 9
33 176 2
33 178 1
33 186 3
33 189 8
33 195 2
33 200 4
33 214 4
33 215 4
33 218 3
33 220 2
33 221 9
33 227 4
33 228 9
33 238 6
33 242 10
33 254 6
33 255 8
33 259 3
33 260 2
33 264 7
33 268 6
33 270 5
33 271 1
33 277 8
33 281 5
33 283 5
33 290 4
34 0 10
34 1 7
34 6 8
34 30 4
34 32 1
34 34 10
34 41 10
34 43 8
34 49 8
34 51 4
34 54 1
34 56 6
34 58 4
34 61 8
34 66 5
34 79 8
34 96 10
34 97 9
34 99 8
34 115 10
34 116 3
34 117 7
34 126 1
34 137 5
34 153 9
34 154 10
34 164 6
34 170 6
34 174 10
34 177 1
34 180 5
34 182 6
34 184 2
34 185 1
34 189 4
34 191 5
34 200 6
34 201 4
34 202 5
34 209 4
34 210 3
34 218 6
34 220 9
34 221 10
34 231 4
34 232 5
34 233 6
34 236 3
34 237 8
34 244 3
34 248 1
34 250 7
34 256 6
34 257 4
34 261 7
34 264 1
34 272 10
34 274 2
34 282 6
34 285 1
34 292 6
35 4 7
35 10 10
35 21 7
35 27 2
35 30 2
35 34 7
35 44 1
35 54 8
35 57 5
35 61 4
35 74 10
35 81 10
35 88 2
35 89 3
35 96 9
35 102 6
35 106 2
35 108 4
35 112 6
35 114 3
35 120 9
35 122 8
35 124 9
35 128 3
35 130 4
35 140 4
35 141 8
35 143 2
35 144 1
35 146 5
35 148 1
35 154 10
35 156 1
35 158 6
35 161 8
35 163 8
35 165 4
35 176 6
35 185 2
35 186 4
35 187 2
35 189 4
35 192 8
35 193 6
35 205 3
35 207 3
35 209 7
35 218 7
35 229 2
35 231 8
35 234 4
35 247 2
35 248 7
35 249 9
35 251 7
35 253 5
35 257 3
35 260 2
35 266 8
35 275 7
35 284 9
35 292 3
36 3 3
36 10 1
36 14 8
36 17 2
36 19 6
36 25 2
36 28 1
36 30 2
36 34 10
36 35 4
36 42 10
36 44 4
36 52 3
36 60 8
36 67 1
36 70 9
36 83 2
36 87 9
36 96 7
36 108 6
36 113 7
36 114 10
36 118 2
36 120 8
36 143 3
36 145 4
36 150 2
36 153 5
36 159 5
36 162 1
36 165 2
36 168 7
36 171 6
36 176 3
36 180 3
36 185 2
36 191 3
36 205 5
36 209 7
36 213 5
36 214 3
36 216 9
36 217 2
36 233 6
36 236 9
36 241 7
36 247 7
36 251 6
36 260 10
36 263 10
36 266 3
36 269 4
36 271 6
36 280 3
36 283 5
36 285 5
36 288 8
36 290 4
36 293 10
36 297 7
37 17 10
37 22 7
37 39 10
37 41 1
37 45 5
37 46 6
37 50 5
37 56 4
37 72 8
37 74 3
37 77 10
37 79 1
37 91 9
37 100 4
37 102 4
37 106 1
37 110 9
37 122 4
37 125 9
37 126 4
37 136 5
37 140 9
37 141 10
37 145 9
37 147 7
37 151 8
37 153 2
37 155 10
37 159 1
37 165 1
37 172 8
37 174 7
37 178 7
37 179 5
37 181 3
37 186 5
37 193 8
37 201 8
37 208 4
37 210 10
37 216 2
37 223 5
37 224 9
37 230 8
37 231 4
37 236 1
37 241 5
37 249 3
37 253 8
37 258 10
37 260 8
37 262 2
37 265 10
37 266 7
37 270 6
37 287 1
37 291 2
37 295 4
38 2 2
38 5 4
38 9 7
38 12 4
38 16 8
38 20 5
38 22 1
38 23 4
38 32 5
38 36 1
38 45 10
38 46 3
38 60 6
38 61 3
38 65 9
38 67 2
38 68 5
38 74 5
38 82 5
38 84 2
38 95 6
38 101 6
38 105 3
38 106 5
38 107 6
38 109 4
38 121 9
38 123 9
38 124 10
38 126 5
38 139 2
38 143 3
38 147 4
38 149 9
38 152 4
38 157 9
38 158 4
38 161 5
38 167 9
38 170 8
38 182 8
38 190 10
38 191 8
38 194 9
38 195 7
38 196 5
38 199 4
38 202 4
38 207 10
38 208 5
38 213 5
38 219 8
38 221 1
38 223 2
38 225 8
38 228 3
38 233 10
38 238 2
38 245 5
38 249 5
38 259 6
38 260 7
38 262 1
38 263 5
38 270 1
38 271 7
38 272 8
38 275 2
38 276 4
38 277 9
38 278 8
38 279 7
38 281 1
38 288 10
38 289 6
38 292 10
38 293 6
38 295 4
38 296 1
39 1 1
39 4 8
39 9 4
39 10 5
39 16 8
39 19 8
39 30 1
39 37 1
39 46 5
39 48 4
39 53 10
39 61 3
39 62 10
39 65 1
39 76 4
39 81 3
39 85 1
39 87 2
39 89 5
39 90 6
39 91 1
39 92 1
39 93 9
