nodes 200
source 0
sink 199
arcs 3962
48 127 2
48 131 1
48 132 3
48 139 5
48 150 7
48 162 10
48 171 10
48 196 6
49 2 6
49 34 2
49 49 10
49 61 3
49 63 4
49 88 9
49 108 1
49 110 2
49 116 6
49 119 10
49 121 3
49 129 7
49 142 1
49 147 9
49 162 8
49 163 5
49 170 2
49 172 10
49 181 2
49 185 6
49 189 10
50 10 9
50 20 8
50 30 3
50 37 4
50 47 1
50 57 5
50 67 3
50 75 4
50 78 5
50 94 2
50 114 6
50 124 4
50 130 5
50 136 9
50 142 7
50 167 8
50 174 3
50 181 3
50 191 3
50 195 5
50 197 9
50 199 10
51 8 6
51 14 2
51 27 4
51 30 8
51 35 3
51 49 8
51 57 9
51 65 2
51 80 2
51 97 10
51 98 2
51 127 1
51 134 5
51 159 5
51 177 2
52 3 1
52 8 4
52 10 10
52 20 1
52 23 4
52 26 2
52 33 4
52 38 3
52 87 3
52 107 2
52 113 8
52 114 3
52 116 4
52 132 8
52 143 5
52 147 8
52 175 4
52 178 1
52 180 8
53 15 6
53 16 2
53 30 3
53 35 2
53 40 10
53 71 1
53 77 6
53 80 6
53 122 6
53 136 4
53 140 10
53 146 5
53 147 10
53 158 3
53 160 6
53 175 1
53 179 2
53 195 1
53 196 7
54 6 3
54 12 7
54 19 8
54 20 4
54 22 8
54 31 7
54 48 5
54 56 9
54 57 2
54 83 2
54 94 3
54 116 7
54 117 2
54 184 10
54 196 1
55 11 3
55 46 9
55 52 5
55 54 8
55 60 7
55 62 7
55 66 5
55 67 1
55 76 9
55 91 8
55 99 10
55 114 8
55 122 9
55 129 6
55 134 8
55 140 2
55 158 10
55 179 4
55 181 8
55 183 10
55 187 2
55 195 10
55 197 5
56 14 2
56 18 3
56 23 4
56 25 7
56 32 4
56 40 2
56 43 6
56 50 6
56 68 3
56 75 4
56 86 5
56 92 1
56 104 8
56 114 9
56 138 5
56 145 8
56 157 6
56 160 1
56 171 1
56 174 1
56 175 1
56 185 3
56 198 1
57 1 7
57 8 4
57 25 5
57 32 9
57 42 3
57 54 1
57 67 9
57 73 10
57 83 8
57 88 1
57 89 2
57 93 2
57 121 9
57 122 8
57 134 10
57 135 9
57 142 10
57 150 6
57 159 2
57 160 6
57 179 1
57 188 7
57 190 7
57 191 3
58 9 6
58 20 9
58 32 9
58 35 5
58 69 6
58 101 3
58 109 8
58 125 7
58 127 3
58 130 1
58 155 6
58 170 1
58 190 7
58 196 3
59 16 7
59 32 9
59 33 2
59 37 10
59 46 6
59 68 3
59 80 1
59 83 4
59 93 6
59 116 10
59 127 1
59 128 3
59 133 2
59 135 7
59 150 9
59 161 10
59 171 9
59 180 6
59 186 10
59 193 8
59 195 9
59 198 6
60 2 4
60 4 2
60 12 6
60 13 10
60 28 1
60 31 4
60 34 1
60 48 8
60 60 3
60 70 4
60 94 4
60 100 3
60 111 5
60 115 8
60 118 7
60 120 3
60 131 2
60 138 7
60 148 7
60 158 3
60 166 6
60 171 4
60 181 5
60 198 9
61 34 6
61 53 8
61 56 7
61 65 4
61 70 4
61 97 6
61 111 9
61 122 3
61 154 2
61 160 9
61 163 5
61 169 7
61 170 3
61 186 5
61 188 4
61 198 10
62 9 10
62 13 8
62 14 10
62 38 3
62 56 10
62 73 8
62 75 3
62 79 3
62 80 5
62 84 7
62 98 4
62 123 10
62 132 2
62 136 6
62 153 4
62 156 4
63 15 9
63 37 4
63 60 2
63 65 4
63 70 9
63 73 1
63 79 9
63 106 5
63 117 7
63 134 8
63 143 6
63 144 9
63 146 4
63 161 10
63 163 3
63 169 6
63 185 6
63 195 7
63 199 10
64 0 5
64 1 6
64 15 9
64 20 9
64 26 6
64 30 4
64 38 6
64 40 3
64 63 7
64 66 9
64 78 2
64 102 4
64 105 8
64 108 1
64 124 5
64 157 4
64 177 4
64 183 8
64 184 2
65 1 1
65 19 10
65 30 3
65 38 1
65 43 10
65 67 3
65 90 8
65 139 3
65 154 3
66 3 1
66 11 2
66 17 3
66 42 3
66 47 4
66 54 8
66 55 1
66 67 5
66 85 2
66 90 9
66 99 6
66 107 7
66 121 10
66 170 10
66 196 2
67 9 9
67 13 5
67 27 8
67 37 2
67 38 10
67 50 2
67 52 6
67 64 5
67 89 6
67 116 7
67 143 4
67 154 10
67 177 2
67 188 9
67 192 5
67 195 7
68 3 1
68 18 10
68 33 9
68 54 9
68 57 5
68 59 7
68 62 1
68 74 5
68 92 1
68 102 6
68 141 10
68 150 5
68 158 8
69 18 4
69 24 4
69 25 8
69 47 5
69 65 9
69 66 7
69 73 10
69 92 5
69 98 9
69 107 3
69 122 1
69 131 4
69 132 3
69 135 4
69 138 8
69 155 8
69 156 3
69 166 1
69 168 9
69 182 5
70 1 1
70 12 5
70 29 3
70 32 10
70 35 8
70 36 6
70 42 5
70 58 2
70 61 1
70 70 7
70 78 10
70 93 9
70 99 2
70 106 1
70 110 6
70 113 9
70 134 10
70 135 5
70 136 9
70 152 7
70 178 9
71 16 5
71 46 4
71 50 5
71 54 6
71 65 7
71 87 4
71 94 1
71 104 8
71 118 8
71 120 10
71 133 2
71 137 4
71 138 7
71 149 9
71 177 8
71 186 3
72 11 8
72 17 2
72 29 1
72 41 6
72 54 6
72 83 8
72 85 4
72 90 5
72 109 10
72 114 10
72 135 4
72 166 9
72 178 7
73 4 2
73 10 3
73 11 1
73 26 1
73 30 6
73 31 10
73 46 2
73 50 2
73 51 7
73 64 6
73 78 2
73 95 5
73 99 2
73 103 2
73 114 9
73 117 6
73 120 2
73 123 8
73 126 2
73 130 5
73 142 3
73 161 5
73 192 3
73 193 10
73 194 10
73 196 6
74 2 2
74 3 8
74 14 4
74 18 10
74 23 2
74 48 5
74 49 3
74 50 7
74 52 4
74 75 3
74 83 10
74 109 8
74 140 8
74 143 2
74 153 4
74 154 9
74 163 5
74 171 6
74 177 2
74 178 6
74 181 2
74 184 5
74 191 4
75 0 7
75 5 2
75 7 8
75 30 4
75 34 2
75 49 3
75 59 8
75 87 9
75 113 1
75 120 9
75 122 2
75 144 3
75 172 4
75 181 1
75 185 3
75 196 3
76 0 2
76 4 3
76 22 7
76 34 5
76 41 1
76 45 8
76 46 9
76 47 2
76 66 9
76 98 2
76 99 8
76 101 2
76 108 8
76 122 3
76 131 7
76 134 7
76 140 8
76 141 10
76 161 6
76 176 6
76 195 6
76 197 4
77 1 4
77 25 5
77 38 8
77 40 9
77 49 10
77 51 2
77 58 9
77 66 2
77 76 6
77 77 1
77 79 9
77 86 9
77 88 6
77 92 6
77 109 10
77 112 7
77 130 5
77 156 2
77 175 5
77 188 3
77 195 8
77 196 4
78 1 9
78 2 7
78 12 4
78 21 2
78 22 5
78 26 1
78 53 6
78 56 4
78 64 2
78 66 2
78 92 10
78 97 4
78 103 7
78 106 2
78 109 10
78 112 3
78 113 9
78 138 6
78 158 5
78 161 10
78 177 2
78 178 5
78 194 10
79 15 8
79 19 2
79 23 6
79 33 7
79 65 2
79 67 1
79 84 2
79 99 5
79 126 10
79 130 8
79 140 8
79 166 5
79 170 4
80 10 6
80 13 2
80 18 10
80 19 3
80 30 5
80 42 8
80 75 4
80 79 1
80 102 5
80 106 2
80 108 3
80 109 2
80 118 1
80 119 4
80 126 10
80 131 8
80 157 1
80 183 7
81 40 9
81 68 1
81 71 8
81 98 6
81 102 1
81 108 2
81 115 3
81 142 3
81 143 8
81 164 5
81 189 10
81 197 2
82 4 3
82 13 5
82 16 10
82 21 1
82 29 1
82 31 9
82 38 9
82 42 6
82 48 6
82 53 8
82 68 3
82 72 9
82 74 9
82 81 8
82 82 7
82 84 9
82 119 2
82 121 9
82 162 2
82 165 6
82 178 3
82 195 10
83 0 5
83 3 8
83 5 10
83 23 6
83 24 7
83 25 2
83 40 6
83 92 2
83 109 4
83 111 3
83 132 7
83 133 10
83 134 2
83 149 1
84 1 10
84 3 8
84 4 7
84 38 2
84 44 10
84 47 1
84 66 9
84 70 10
84 107 4
84 114 1
84 126 6
84 129 1
84 149 4
84 151 3
84 154 5
84 163 3
84 183 4
84 191 8
85 6 5
85 16 4
85 37 4
85 48 7
85 66 10
85 82 5
85 91 9
85 95 4
85 103 3
85 110 5
85 115 7
85 117 2
85 146 5
85 160 1
85 180 1
85 196 1
85 197 4
86 3 8
86 9 4
86 15 1
86 20 6
86 23 7
86 36 1
86 38 5
86 60 4
86 83 9
86 84 9
86 97 6
86 101 1
86 109 4
86 112 4
86 116 8
86 135 9
86 139 4
86 147 6
86 163 8
86 165 1
86 166 1
86 169 10
86 179 1
87 10 2
87 24 8
87 32 7
87 47 10
87 49 2
87 61 7
87 62 2
87 71 8
87 74 1
87 76 10
87 80 9
87 81 5
87 94 8
87 96 1
87 106 2
87 107 7
87 108 4
87 109 9
87 113 1
87 117 3
87 127 9
87 132 10
87 139 2
87 175 4
87 179 3
87 189 6
87 195 8
88 7 2
88 8 6
88 10 4
88 31 8
88 37 8
88 42 4
88 48 2
88 50 3
88 94 3
88 111 7
88 112 4
88 118 9
88 126 6
88 132 5
88 134 8
88 139 10
88 159 3
88 162 8
88 166 2
88 181 5
88 189 7
88 199 4
89 11 2
89 28 1
89 65 9
89 72 3
89 74 6
89 75 10
89 76 9
89 86 4
89 95 7
89 103 6
89 125 6
89 128 6
89 166 6
89 177 4
89 186 4
89 194 8
89 195 8
89 198 5
90 13 5
90 17 9
90 25 5
90 30 5
90 51 5
90 53 8
90 71 7
90 91 2
90 101 3
90 110 6
90 128 4
90 130 1
90 137 8
90 149 10
90 155 6
90 168 8
90 175 4
90 179 9
90 184 1
90 188 2
90 199 7
91 21 10
91 24 4
91 90 9
91 102 5
91 121 1
91 141 10
91 146 5
91 150 7
91 158 7
91 179 5
91 183 9
91 188 6
91 199 7
92 1 8
92 8 7
92 9 9
92 13 1
92 25 4
92 30 4
92 53 1
92 80 5
92 117 9
92 123 8
92 141 6
92 149 4
92 157 9
92 166 1
92 167 1
92 175 7
92 185 2
92 187 3
93 18 3
93 28 7
93 32 10
93 33 1
93 36 8
93 37 2
93 45 7
93 69 10
93 87 4
93 99 8
93 103 1
93 106 9
93 120 7
93 140 7
93 149 6
93 153 9
93 155 3
93 180 1
94 10 5
94 47 9
94 53 2
94 62 4
94 68 3
94 73 4
94 82 10
94 92 1
94 102 5
94 112 1
94 160 10
94 161 10
94 185 3
95 0 6
95 11 2
95 17 5
95 34 4
95 37 9
95 39 9
95 40 3
95 46 6
95 50 5
95 53 6
95 58 1
95 62 3
95 68 5
95 72 2
95 76 8
95 88 5
95 100 3
95 101 10
95 110 7
95 116 4
95 134 3
95 139 7
95 145 3
95 173 2
95 198 3
95 199 6
96 1 2
96 3 7
96 13 10
96 25 8
96 33 10
96 45 2
96 64 4
96 72 6
96 81 3
96 83 2
96 97 6
96 109 2
96 116 1
96 117 4
96 124 10
96 126 8
96 137 1
96 143 6
96 157 10
96 180 4
96 181 8
97 21 7
97 30 1
97 33 8
97 43 7
97 61 9
97 62 1
97 76 1
97 89 6
97 102 8
97 106 10
97 114 10
97 124 1
97 134 4
97 136 8
97 142 4
97 159 5
97 174 8
97 175 1
98 1 5
98 7 8
98 9 2
98 18 6
98 24 6
98 26 8
98 41 8
98 44 3
98 50 10
98 59 6
98 79 6
98 105 8
98 107 2
98 114 9
98 122 8
98 124 10
98 140 3
98 142 5
98 143 8
98 145 3
98 164 2
98 170 4
98 171 2
98 172 2
98 179 7
99 1 5
99 4 6
99 17 10
99 18 5
99 25 9
99 27 9
99 37 6
99 48 1
99 63 6
99 65 8
99 81 5
99 87 7
99 101 10
99 113 8
99 120 4
99 122 5
99 132 6
99 135 4
99 141 6
99 143 4
99 157 6
99 160 5
99 164 2
99 182 6
99 188 9
99 189 8
99 192 2
99 198 10
100 11 4
100 32 8
100 33 1
100 34 10
100 38 10
100 42 2
100 47 4
100 64 9
100 69 2
100 84 6
100 94 1
100 101 3
100 107 8
100 112 10
100 119 4
100 121 7
100 130 2
100 142 8
100 158 5
100 162 1
100 169 4
101 29 10
101 31 9
101 44 10
101 53 9
101 61 7
101 74 2
101 80 1
101 85 1
101 87 2
101 109 3
101 113 6
101 116 2
101 118 8
101 123 6
101 125 2
101 127 6
101 138 3
101 152 8
101 154 7
101 169 2
101 172 6
101 183 10
101 188 6
101 191 9
102 3 4
102 8 4
102 21 6
102 50 3
102 51 10
102 59 5
102 65 8
102 67 9
102 77 8
102 83 9
102 99 1
102 110 1
102 114 2
102 116 5
102 127 2
102 132 6
102 144 2
102 149 9
102 153 6
102 154 3
102 166 5
102 169 6
102 178 3
102 184 9
102 194 6
103 1 6
103 27 9
103 30 9
103 51 8
103 69 7
103 78 4
103 84 5
103 87 7
103 98 4
103 100 10
103 106 5
103 134 5
103 139 3
103 140 10
103 149 7
103 163 3
103 193 6
103 196 10
104 23 9
104 77 6
104 81 8
104 83 6
104 91 4
104 93 5
104 111 10
104 128 9
104 183 7
104 193 5
105 5 9
105 9 5
105 18 7
105 25 10
105 34 1
105 38 4
105 42 4
105 48 10
105 69 6
105 92 9
105 104 7
105 132 4
105 144 6
105 149 10
105 154 4
105 155 2
105 165 4
105 183 6
105 187 5
105 189 4
105 191 1
106 5 4
106 12 7
106 28 10
106 35 9
106 39 6
106 49 4
106 58 2
106 70 1
106 82 6
106 85 8
106 117 9
106 125 10
106 127 5
106 152 8
106 155 6
106 174 3
106 179 9
106 198 3
107 17 8
107 19 9
107 20 2
107 23 8
107 25 3
107 54 2
107 67 10
107 73 2
107 77 2
107 117 5
107 131 8
107 149 4
107 163 4
107 164 7
107 179 4
107 190 5
107 192 8
108 6 10
108 10 9
108 18 9
108 22 2
108 27 7
108 101 7
108 128 6
108 133 4
108 145 3
108 146 4
108 172 7
108 185 10
108 189 2
108 194 1
108 196 7
109 13 10
109 33 7
109 40 10
109 46 5
109 49 8
109 55 10
109 60 6
109 90 7
109 111 10
109 124 5
109 126 1
109 129 6
109 141 3
109 147 6
109 151 2
109 156 7
109 167 10
109 170 8
109 197 7
110 1 6
110 14 1
110 41 1
110 46 7
110 49 5
110 86 3
110 109 5
110 112 4
110 113 6
110 125 4
110 131 3
110 157 2
110 186 9
110 196 1
111 3 7
111 9 1
111 12 8
111 15 10
111 19 4
111 24 2
111 25 10
111 38 10
111 41 3
111 53 6
111 60 5
111 75 1
111 87 5
111 90 10
111 96 7
111 104 3
111 128 3
111 134 10
111 143 7
111 152 6
111 162 9
111 174 2
111 177 2
111 188 4
111 190 5
111 197 10
112 38 5
112 45 2
112 63 5
112 78 3
112 82 1
112 86 1
112 87 8
112 92 5
112 100 4
112 111 3
112 123 9
112 126 6
112 128 6
112 131 10
112 172 8
112 192 10
112 194 7
112 195 9
113 22 3
113 25 9
113 38 5
113 49 1
113 58 5
113 80 9
113 82 2
113 95 6
113 96 6
113 107 7
113 116 2
113 126 2
113 141 8
113 144 9
113 148 4
113 152 1
113 160 7
113 173 9
113 176 10
114 3 7
114 7 6
114 14 7
114 22 10
114 24 7
114 39 9
114 42 7
114 56 7
114 59 3
114 72 10
114 102 5
114 104 1
114 107 3
114 108 2
114 115 4
114 122 4
114 125 2
114 130 8
114 133 5
114 149 8
114 161 10
114 165 6
114 196 10
115 18 10
115 29 7
115 30 2
115 35 7
115 55 3
115 62 5
115 63 1
115 68 6
115 75 4
115 88 10
115 102 2
115 111 5
115 118 4
115 124 8
115 129 7
115 152 5
115 156 5
115 158 3
115 171 3
115 192 5
115 199 5
116 18 10
116 19 6
116 28 2
116 37 9
116 42 5
116 56 3
116 57 1
116 61 9
116 64 1
116 67 4
116 72 8
116 82 5
116 84 2
116 99 8
116 107 5
116 129 8
116 133 6
116 140 9
116 156 10
116 157 10
116 161 3
116 168 5
116 173 5
116 174 9
116 175 1
116 176 6
116 180 7
116 189 4
116 193 5
116 198 9
117 9 6
117 14 5
117 31 2
117 32 2
117 53 5
117 71 4
117 96 3
117 104 8
117 125 5
117 126 6
117 132 9
117 140 9
117 144 3
117 153 5
117 161 10
117 162 8
118 39 2
118 49 2
118 74 6
118 111 7
118 121 4
118 127 5
118 133 10
118 148 7
118 170 4
119 16 9
119 87 7
119 100 6
119 111 2
119 126 9
119 151 5
119 152 1
119 156 7
119 157 2
119 159 10
119 165 2
119 181 6
120 12 6
120 16 9
120 22 6
120 26 10
120 27 6
120 33 3
120 45 6
120 65 5
120 67 6
120 77 4
120 84 1
120 99 1
120 102 1
120 103 4
120 106 7
120 107 6
120 115 7
120 123 2
120 124 7
120 130 7
120 146 5
120 148 2
120 150 5
120 164 7
120 175 9
120 177 5
121 2 1
121 9 10
121 36 7
121 37 3
121 38 8
121 52 5
121 63 1
121 80 3
