nodes 100
source 0
sink 99
arcs 1953
53 76 8
53 79 7
53 86 6
53 89 8
53 96 1
54 4 8
54 11 3
54 21 8
54 37 3
54 38 8
54 42 10
54 43 1
54 49 10
54 53 1
54 55 5
54 62 3
54 87 2
54 97 4
55 7 3
55 9 2
55 20 4
55 25 4
55 27 1
55 34 8
55 51 6
55 69 9
55 74 6
55 75 10
55 77 10
55 79 1
55 80 2
55 81 8
55 83 6
55 89 5
55 92 7
56 5 2
56 9 3
56 13 3
56 18 2
56 24 5
56 28 1
56 29 1
56 32 9
56 39 7
56 47 10
56 51 3
56 68 8
56 94 4
56 95 4
56 97 9
57 14 6
57 20 2
57 22 3
57 38 5
57 43 7
57 55 4
57 61 2
57 70 10
57 73 4
57 77 9
57 83 10
57 84 5
57 97 2
58 3 6
58 14 1
58 21 3
58 24 5
58 32 5
58 35 4
58 36 4
58 37 10
58 43 8
58 50 5
58 52 10
58 55 4
58 58 9
58 59 10
58 61 10
58 66 3
58 70 4
58 71 3
58 73 3
58 76 2
58 84 10
58 91 3
58 92 9
59 0 6
59 3 10
59 4 5
59 5 10
59 12 6
59 15 8
59 18 10
59 22 6
59 23 5
59 28 9
59 50 9
59 57 5
59 70 6
59 73 6
59 79 2
59 94 4
60 4 5
60 5 2
60 9 9
60 11 5
60 22 2
60 23 4
60 47 4
60 53 7
60 54 5
60 60 4
60 67 2
60 68 5
60 70 10
60 84 3
60 89 8
60 97 9
60 98 1
61 5 6
61 6 4
61 12 10
61 15 2
61 22 4
61 26 7
61 27 4
61 31 7
61 36 7
61 43 5
61 61 9
61 64 7
61 65 5
61 84 8
61 94 2
62 5 3
62 7 10
62 10 4
62 11 6
62 18 5
62 28 8
62 29 9
62 34 4
62 41 2
62 46 9
62 52 7
62 53 10
62 57 1
62 62 10
62 65 9
62 68 9
62 75 9
62 85 3
62 87 6
62 94 5
63 5 1
63 10 9
63 21 2
63 24 7
63 25 10
63 27 9
63 37 3
63 42 8
63 50 3
63 59 6
63 68 3
63 71 6
63 75 2
63 80 9
63 83 6
63 85 8
63 89 8
63 93 9
64 2 10
64 6 7
64 12 2
64 13 7
64 34 4
64 39 2
64 40 5
64 54 1
64 64 1
64 70 10
64 78 7
64 88 9
64 90 1
64 91 3
65 2 9
65 6 1
65 12 8
65 14 8
65 20 9
65 27 2
65 29 6
65 33 2
65 34 10
65 35 2
65 39 4
65 41 3
65 43 3
65 47 10
65 52 8
65 56 8
65 62 1
65 64 8
65 65 8
65 67 5
65 69 4
65 73 1
65 74 6
65 79 7
65 81 4
65 92 10
65 96 9
66 0 2
66 5 9
66 10 1
66 16 1
66 21 4
66 29 2
66 38 7
66 50 8
66 53 8
66 54 10
66 55 3
66 59 1
66 69 10
66 71 2
66 74 4
66 77 1
66 95 4
67 0 3
67 15 3
67 17 6
67 38 6
67 39 1
67 41 7
67 46 3
67 48 3
67 49 1
67 54 10
67 55 2
67 57 6
67 74 5
67 77 3
67 84 10
67 87 10
67 88 9
67 89 9
67 93 8
67 95 7
67 96 7
68 5 5
68 21 2
68 23 10
68 32 7
68 49 10
68 59 6
68 60 7
68 73 10
68 74 8
68 83 4
69 5 7
69 6 5
69 11 5
69 15 3
69 19 5
69 20 3
69 23 5
69 31 9
69 39 6
69 40 4
69 43 7
69 46 4
69 48 6
69 51 3
69 52 5
69 57 10
69 59 6
69 61 6
69 65 2
69 67 3
69 71 3
69 80 6
69 89 4
69 93 3
69 98 8
70 11 9
70 25 4
70 26 6
70 35 1
70 38 10
70 43 4
70 45 10
70 48 6
70 51 6
70 53 5
70 57 1
70 61 4
70 65 6
70 71 2
70 75 10
70 79 5
70 80 10
70 82 6
70 88 7
70 89 6
70 91 9
71 2 1
71 9 9
71 11 5
71 23 2
71 24 6
71 29 6
71 35 1
71 37 6
71 41 5
71 44 6
71 46 8
71 52 9
71 68 6
71 69 8
71 79 5
71 81 7
71 88 10
71 89 9
71 91 7
71 96 4
71 97 5
71 98 9
72 3 2
72 9 2
72 16 7
72 19 5
72 21 8
72 24 7
72 26 7
72 40 4
72 44 9
72 45 3
72 50 3
72 57 10
72 58 3
72 59 9
72 61 9
72 70 9
72 78 3
72 80 10
72 87 5
72 89 10
72 95 9
72 97 4
73 0 9
73 6 3
73 9 8
73 19 4
73 26 2
73 28 3
73 43 10
73 54 2
73 65 9
73 78 1
73 88 6
73 96 8
73 98 8
74 9 9
74 14 7
74 17 1
74 18 1
74 22 8
74 31 7
74 32 10
74 33 10
74 41 3
74 42 10
74 43 10
74 44 5
74 48 5
74 49 4
74 53 8
74 56 9
74 59 5
74 63 10
74 67 5
74 73 8
74 82 10
74 83 4
74 93 9
74 96 5
75 3 10
75 9 9
75 15 4
75 22 10
75 29 6
75 30 1
75 32 4
75 47 1
75 58 8
75 67 9
75 69 2
75 70 9
75 74 9
75 81 7
75 82 10
75 87 7
75 93 8
75 96 6
75 97 9
76 2 7
76 9 4
76 15 10
76 19 5
76 20 9
76 24 1
76 31 8
76 35 4
76 36 4
76 38 3
76 47 8
76 59 10
76 62 5
76 75 8
76 81 3
76 91 5
77 4 8
77 8 10
77 9 6
77 11 4
77 13 4
77 17 8
77 39 1
77 44 6
77 45 8
77 55 6
77 57 1
77 69 5
77 70 5
77 73 4
77 75 4
77 77 4
77 78 3
77 88 3
77 90 1
77 92 10
77 93 5
77 96 1
77 97 6
78 3 1
78 11 6
78 16 2
78 22 4
78 31 7
78 43 10
78 49 7
78 54 10
78 80 9
78 81 7
78 82 7
78 83 9
78 92 1
78 93 4
79 4 9
79 7 6
79 15 2
79 22 6
79 27 7
79 40 7
79 50 8
79 56 4
79 59 4
79 61 7
79 62 7
79 64 9
79 67 1
79 74 3
79 76 5
79 85 1
79 92 5
79 95 6
79 97 3
80 1 7
80 2 1
80 19 3
80 20 9
80 21 10
80 24 4
80 30 9
80 31 1
80 44 1
80 45 6
80 54 9
80 63 3
80 68 8
80 69 9
80 70 9
80 72 9
80 74 7
80 76 10
80 89 1
80 92 3
80 99 7
81 1 4
81 4 2
81 21 8
81 25 10
81 26 2
81 35 8
81 46 5
81 52 5
81 53 1
81 56 4
81 70 4
81 72 1
81 75 5
81 78 3
81 87 6
81 94 9
82 2 2
82 6 7
82 7 7
82 8 5
82 11 3
82 12 5
82 17 1
82 22 3
82 28 8
82 30 6
82 37 8
82 43 6
82 44 8
82 47 1
82 48 9
82 50 2
82 52 9
82 53 2
82 63 10
82 66 3
82 76 10
82 81 2
82 86 9
82 91 1
83 3 9
83 6 9
83 11 9
83 16 10
83 17 10
83 30 9
83 32 6
83 40 4
83 45 3
83 49 10
83 54 9
83 56 2
83 59 2
83 62 9
83 65 1
83 68 8
83 77 5
83 79 9
83 82 6
83 91 3
84 10 8
84 11 10
84 14 2
84 18 10
84 20 5
84 43 1
84 47 9
84 52 4
84 53 4
84 54 7
84 59 1
84 62 2
84 63 8
84 64 10
84 77 7
84 80 2
84 81 3
84 87 5
84 89 2
84 93 5
84 96 9
85 0 6
85 3 1
85 4 10
85 7 9
85 9 8
85 13 3
85 21 4
85 26 2
85 27 6
85 32 1
85 46 2
85 49 7
85 58 7
85 59 7
85 79 5
85 80 6
85 88 7
85 89 6
86 10 9
86 12 5
86 27 1
86 31 1
86 50 10
86 51 2
86 52 3
86 58 9
86 71 6
86 80 7
86 81 3
86 84 9
86 86 8
86 90 1
86 93 4
87 15 9
87 21 5
87 22 7
87 23 10
87 25 6
87 29 7
87 39 6
87 42 8
87 43 2
87 49 7
87 74 6
87 83 10
87 85 8
87 86 10
88 2 10
88 9 8
88 13 10
88 25 9
88 26 9
88 28 10
88 36 4
88 39 6
88 49 6
88 51 1
88 54 1
88 56 8
88 57 2
88 63 7
88 65 7
88 70 8
88 81 8
88 82 10
88 86 1
88 90 1
88 95 7
88 98 3
89 4 7
89 10 9
89 33 4
89 34 5
89 44 4
89 50 1
89 62 1
89 64 4
89 67 7
89 72 1
89 73 8
89 75 3
89 80 6
89 96 6
90 2 2
90 12 8
90 14 5
90 20 4
90 22 7
90 31 9
90 33 9
90 40 1
90 41 5
90 46 1
90 53 10
90 60 8
90 66 1
90 69 5
90 72 3
90 80 2
90 83 3
90 86 3
90 88 6
90 90 7
90 94 7
90 96 4
91 1 8
91 6 7
91 14 7
91 18 8
91 19 3
91 24 2
91 30 7
91 38 5
91 49 1
91 52 2
91 53 7
91 54 8
91 56 4
91 58 6
91 60 4
91 64 2
91 79 8
91 94 6
91 95 7
92 22 4
92 24 7
92 27 1
92 29 9
92 33 9
92 36 6
92 44 4
92 45 5
92 51 9
92 55 1
92 56 8
92 58 4
92 62 2
92 63 2
92 76 6
92 77 8
92 81 8
92 82 9
92 85 2
92 95 8
92 97 4
93 1 3
93 2 3
93 3 10
93 8 6
93 24 3
93 28 1
93 29 2
93 35 9
93 38 10
93 40 4
93 58 1
93 60 7
93 63 7
93 65 2
93 78 1
93 83 6
93 86 10
93 93 7
93 96 9
94 2 7
94 4 3
94 8 5
94 11 9
94 28 7
94 34 6
94 35 4
94 42 1
94 43 6
94 48 4
94 49 3
94 57 8
94 60 7
94 63 6
94 79 6
94 80 2
94 84 3
94 86 6
94 87 9
94 88 6
94 91 2
94 96 10
95 5 5
95 10 2
95 18 10
95 26 2
95 30 3
95 32 8
95 35 5
95 47 3
95 53 2
95 58 2
95 63 4
95 66 6
95 74 8
95 78 9
95 80 4
95 88 10
95 90 10
95 93 4
96 6 1
96 7 2
96 9 10
96 14 6
96 18 10
96 20 1
96 21 10
96 22 8
96 27 5
96 35 7
96 39 4
96 40 2
96 43 4
96 46 4
96 54 5
96 57 4
96 67 8
96 73 6
96 75 3
96 80 7
96 84 4
96 87 9
96 89 1
96 93 10
96 96 8
97 15 10
97 16 8
97 17 9
97 20 1
97 36 9
97 45 10
97 49 6
97 59 10
97 61 4
97 64 10
97 75 5
97 78 8
97 98 10
98 0 2
98 9 4
98 11 5
98 14 9
98 21 4
98 23 3
98 25 9
98 28 4
98 29 1
98 42 10
98 49 9
98 54 1
98 58 1
98 62 7
98 79 9
98 82 8
98 95 5
98 97 1
98 98 3
99 7 1
99 9 7
99 18 9
99 19 3
99 22 4
99 28 9
99 39 2
99 40 10
99 41 8
99 45 2
99 64 8
99 68 6
99 71 6
99 72 8
99 76 1
99 78 1
99 79 6
99 90 7
99 91 7
99 95 1
99 96 4
99 99 4
