nodes 100
source 0
sink 99
arcs 961
21 85 6
22 9 10
22 26 4
22 33 1
22 43 6
22 44 7
22 66 7
22 68 5
22 69 8
22 71 9
22 83 10
22 84 10
22 90 9
23 3 6
23 22 6
23 34 6
23 59 4
23 60 4
23 63 5
23 85 10
24 27 8
24 40 10
24 45 9
24 58 5
24 64 9
24 69 4
24 76 8
24 78 2
24 84 6
24 88 3
25 8 4
25 14 9
25 17 2
25 20 3
25 30 1
25 33 10
25 41 2
25 68 4
25 73 2
25 74 2
25 76 10
25 96 3
26 1 4
26 5 8
26 40 7
26 49 8
26 55 10
26 61 10
26 72 2
26 87 1
26 94 7
26 99 1
27 3 4
27 5 4
27 16 5
27 21 8
27 30 6
27 48 9
27 54 3
27 58 5
27 62 8
27 65 9
27 92 1
27 93 6
28 8 5
28 13 9
28 27 4
28 30 9
28 50 9
28 57 6
28 78 6
28 83 6
28 86 9
28 87 2
28 89 2
28 97 5
29 27 10
29 32 7
29 33 1
29 39 6
29 55 2
29 69 7
29 85 5
30 73 9
30 76 6
31 9 3
31 13 10
31 17 1
31 47 8
31 54 10
31 84 4
32 5 8
32 9 9
32 48 5
32 68 9
32 77 7
32 81 7
32 82 9
33 4 10
33 11 1
33 12 1
33 14 3
33 21 5
33 25 9
33 26 6
33 36 2
33 77 6
33 97 6
34 5 2
34 24 4
34 26 7
34 32 6
34 35 5
34 47 6
34 54 6
34 57 6
34 59 7
34 85 10
34 91 7
34 98 8
35 17 7
35 25 9
35 26 6
35 41 3
35 45 1
35 61 3
35 67 6
35 78 2
35 85 4
35 90 8
36 13 3
36 15 2
36 32 2
36 40 9
36 43 4
36 64 2
36 84 2
36 91 6
37 1 1
37 11 3
37 17 5
37 37 5
37 43 3
37 44 3
37 47 9
37 58 1
37 72 7
37 77 3
37 91 9
37 95 1
37 96 9
37 97 1
38 4 6
38 6 8
38 12 7
38 15 10
38 35 6
38 42 8
38 43 3
38 44 8
38 66 2
38 76 4
38 78 2
38 84 6
38 95 7
39 10 6
39 11 8
39 16 7
39 22 4
39 23 6
39 24 8
39 26 7
39 38 8
39 68 7
39 78 1
39 86 4
40 0 8
40 1 8
40 4 10
40 22 2
40 28 10
40 35 2
40 38 7
40 46 5
40 52 1
40 61 8
40 81 8
40 87 1
40 93 4
41 7 6
41 14 3
41 18 8
41 22 9
41 36 7
41 47 5
41 53 2
41 67 8
41 69 9
42 5 7
42 7 10
42 15 10
42 20 3
42 33 8
42 46 5
42 66 7
42 79 8
42 85 1
43 5 2
43 17 10
43 35 7
43 37 5
43 44 3
43 51 4
43 52 2
43 61 9
43 69 4
43 92 8
44 0 5
44 26 2
44 27 6
44 31 9
44 33 6
44 35 5
44 48 4
44 72 3
44 81 6
44 83 4
44 85 2
44 90 9
44 94 2
45 14 6
45 20 1
45 51 7
45 52 1
45 83 10
45 89 9
45 92 1
46 4 4
46 20 4
46 51 2
46 53 7
46 56 4
46 62 5
46 71 5
46 75 4
46 85 4
46 92 9
47 12 6
47 26 6
47 50 8
47 84 4
47 95 6
48 8 6
48 10 1
48 14 1
48 16 10
48 20 1
48 24 9
48 32 8
48 36 2
48 40 7
48 46 4
48 54 7
48 56 2
48 65 4
48 85 4
48 90 9
48 92 10
48 94 3
49 2 1
49 14 3
49 15 2
49 19 8
49 21 2
49 29 7
49 31 3
49 41 9
49 44 8
49 60 9
49 66 1
49 72 3
49 78 6
49 82 9
49 92 8
50 1 7
50 25 3
50 28 5
50 57 8
50 61 7
50 77 3
50 80 1
50 87 6
50 90 10
50 92 6
50 96 7
51 1 3
51 25 10
51 29 10
51 41 2
51 42 7
51 50 6
51 52 10
51 53 1
51 92 10
52 6 8
52 18 2
52 23 2
52 61 9
52 87 7
52 89 5
53 43 2
53 45 3
53 50 10
53 51 6
53 84 7
53 96 3
53 97 9
54 7 9
54 37 6
54 51 6
54 53 2
54 57 9
54 65 2
54 78 6
54 79 10
54 85 2
55 47 6
55 50 5
55 55 9
55 64 2
55 66 9
55 71 5
55 73 1
55 79 1
55 94 8
56 3 5
56 19 3
56 32 7
56 46 10
56 58 6
56 70 7
56 73 4
56 85 7
57 8 4
57 12 7
57 17 4
57 43 9
57 45 4
57 49 9
57 73 1
57 78 8
57 81 8
57 89 4
58 8 5
58 12 7
58 17 6
58 26 6
58 28 4
58 30 3
58 31 5
58 41 9
58 55 2
58 56 4
58 74 7
58 89 9
59 8 3
59 10 3
59 25 8
59 75 1
59 76 4
59 80 10
60 13 1
60 19 1
60 23 3
60 25 2
60 34 4
60 46 4
60 47 1
60 61 2
60 94 4
61 2 1
61 29 7
61 31 6
61 34 6
61 39 7
61 76 7
61 78 3
61 93 4
62 0 10
62 16 10
62 27 2
62 49 1
62 50 9
62 60 6
62 74 2
62 77 6
63 11 9
63 34 5
63 37 4
63 38 8
63 41 6
63 44 5
63 47 5
63 48 7
63 54 1
63 59 4
63 70 9
63 80 9
63 91 10
63 92 7
64 10 8
64 12 6
64 20 2
64 22 6
64 23 5
64 29 7
64 33 5
64 35 3
64 47 9
64 65 7
64 91 6
64 93 1
65 11 8
65 21 6
65 34 1
65 60 7
65 68 6
65 69 6
65 77 8
65 93 8
66 12 2
66 13 2
66 25 2
66 30 7
66 50 7
66 67 9
66 99 9
67 9 1
67 14 9
67 17 6
67 35 3
67 60 4
67 76 4
67 81 2
67 83 2
67 87 7
67 94 8
68 24 9
68 71 9
68 80 5
69 8 6
69 12 7
69 13 10
69 26 1
69 62 5
69 71 1
69 73 2
69 99 5
70 26 7
70 34 9
70 35 2
70 58 6
70 69 8
70 76 9
70 81 6
70 86 10
70 89 1
70 90 3
71 20 7
71 21 1
71 23 6
71 29 7
71 33 9
71 48 3
71 49 3
71 63 8
71 65 4
72 6 9
72 8 7
72 11 4
72 14 7
72 17 6
72 29 3
72 40 7
72 71 2
72 72 1
72 93 4
72 98 8
73 15 2
73 32 6
73 35 9
73 50 7
73 55 2
73 68 9
73 71 7
73 73 8
74 3 7
74 22 3
74 39 10
74 49 2
74 60 5
74 73 4
74 77 5
74 86 6
75 16 1
75 21 7
75 27 1
75 43 3
75 51 4
75 67 7
75 73 2
75 97 4
75 99 10
76 0 4
76 7 8
76 8 2
76 13 9
76 15 9
76 16 8
76 40 7
76 65 10
76 86 9
76 90 8
76 92 9
76 95 7
77 16 4
77 19 8
77 23 2
77 52 4
77 55 9
77 66 1
77 74 4
77 80 9
78 1 2
78 2 10
78 14 9
78 31 7
78 36 2
78 39 3
78 47 9
78 68 1
78 75 4
78 80 1
78 81 1
79 6 1
79 14 8
79 20 8
79 30 7
79 39 5
79 44 10
79 51 2
79 60 8
79 71 8
79 79 2
79 80 5
79 92 4
80 5 1
80 11 2
80 14 8
80 17 4
80 24 1
80 25 6
80 36 4
80 44 3
80 54 2
80 58 10
80 64 5
80 66 4
80 83 6
80 87 9
80 89 7
80 90 3
81 11 5
81 23 5
81 56 4
81 57 7
81 75 6
81 79 6
81 91 4
81 92 2
81 94 8
82 3 8
82 4 2
82 7 4
82 10 6
82 23 5
82 59 3
82 64 8
82 69 1
82 86 1
82 92 8
82 94 5
82 99 3
83 2 4
83 15 9
83 20 4
83 23 3
83 25 5
83 42 9
83 46 7
83 56 6
83 62 6
83 66 3
83 86 4
84 25 7
84 28 4
84 39 10
84 44 7
84 54 6
84 56 2
84 65 6
84 89 1
84 93 1
85 8 8
85 15 1
85 46 3
85 67 6
85 71 5
85 80 7
86 22 5
86 30 1
86 33 8
86 64 4
86 67 6
86 72 4
86 84 4
86 88 8
86 93 10
87 14 10
87 17 10
87 20 6
87 25 6
87 35 3
87 48 9
87 58 5
87 69 1
87 96 3
87 97 2
88 13 8
88 21 5
88 39 7
88 63 4
88 70 1
88 87 5
88 91 3
89 31 9
89 61 10
90 10 3
90 13 9
90 15 10
90 23 4
90 48 8
90 49 5
90 55 5
90 70 7
90 96 10
91 10 6
91 15 9
91 18 2
91 25 8
91 33 5
91 54 3
91 75 9
91 80 6
91 85 5
92 18 6
92 28 7
92 41 1
92 45 1
92 67 3
92 74 10
92 93 6
93 0 1
93 28 9
93 30 9
93 37 4
93 40 6
93 53 6
93 63 9
93 75 8
93 87 1
93 92 6
94 2 6
94 4 3
94 51 10
94 54 6
94 66 3
94 77 6
94 78 3
94 81 1
94 88 7
95 3 3
95 13 5
95 22 7
95 24 3
95 35 9
95 37 9
95 48 1
95 74 7
95 93 9
96 12 9
96 15 7
96 23 10
96 31 6
96 33 5
96 36 2
96 53 5
96 62 3
96 70 1
96 77 7
96 81 9
96 82 3
96 88 10
97 4 7
97 22 1
97 35 6
97 40 5
97 41 6
97 53 3
97 61 5
97 64 9
97 81 1
97 85 8
97 90 2
97 98 9
98 7 9
98 18 7
98 34 9
98 42 5
98 53 8
98 66 7
98 67 5
98 71 4
98 78 7
99 25 5
99 32 4
99 49 3
99 50 7
99 54 9
99 56 6
99 57 7
99 93 8
